epoch,split,loss,bce,ce_size,token_acc@k,size_acc
63,train,0.7606392822783481,0.7154145791538379,0.22612353834663945,0.2088824537513055,0.9479193711262259
63,val,0.7715956994103614,0.7285165655143434,0.2153955999007508,0.20451326882319038,0.9504821005454346
64,train,0.7602105894282494,0.7155544121798875,0.22328088533984208,0.20881276253385142,0.9479193712499833
64,val,0.7717016776961271,0.7288802556887155,0.21410709738604752,0.2035054809070331,0.9504821005454346
65,train,0.7599259975594069,0.7151331647228891,0.2239641700223899,0.20658265607266682,0.9479193706896374
65,val,0.7711174848481397,0.7283408781012828,0.2138830730851364,0.20113580989173316,0.9504821005454346
66,train,0.7608580942965504,0.7161080991791775,0.2237499988485236,0.20914920206682133,0.947919370100071
66,val,0.7725346284299178,0.7297897922640085,0.21372420527923727,0.20361442958184522,0.9504821005454346
67,train,0.7599163576490028,0.7152082563996999,0.2235405003469832,0.20879593997111723,0.9479193700708506
67,val,0.7712094004704761,0.7284170758161188,0.2139616650554319,0.20381870982225744,0.9504821005454346
68,train,0.7598700115733429,0.7151703925684434,0.22349810510728552,0.20894012873416562,0.9479193710024686
68,val,0.7712623035523953,0.7285138672620453,0.21374216697675416,0.20474478755828737,0.9504821005454346
69,train,0.7594983243652118,0.7148040477409355,0.2234713736199953,0.20575838546530578,0.9479193700708506
69,val,0.7705082636406305,0.727720862472149,0.213937023419885,0.20095876490958747,0.9504821005454346
70,train,0.7599698314996217,0.7153358576320242,0.2231698731190331,0.20534264305897346,0.9479193700708506
70,val,0.771591431819101,0.7287552230477742,0.2141810016468238,0.20335567552273054,0.9504821005454346
71,train,0.7595012403415913,0.7148629812907296,0.22319131501767348,0.20828407683619532,0.9479193701653874
71,val,0.7710326065968836,0.7282726268379454,0.21379987616898635,0.20248407010773775,0.9504821005454346
72,train,0.7609082014790957,0.7160398621276152,0.22434167055693569,0.20892090385733383,0.9479193704421227
72,val,0.7725588357668722,0.7297289107803971,0.21414961009209482,0.20443155975839752,0.9504821005454346
73,train,0.7590725860625405,0.7144078337122117,0.2233237629522621,0.2060900172477851,0.9479193714682775
73,val,0.7704672926799752,0.7276582426739627,0.21404528469797013,0.20441793861157717,0.9504821005454346
74,train,0.759667350664083,0.7150158708227627,0.22325739876657502,0.20706568926192073,0.9479193707841743
74,val,0.7703725629858885,0.7275618903581215,0.21405339750234043,0.2051397346509284,0.9504821005454346
75,train,0.7594189746698803,0.7141951818805419,0.22611895470614113,0.20571272617388228,0.9479193712499833
75,val,0.7704399583541912,0.7274259277994599,0.2150701256476502,0.20342376755623864,0.9504821005454346
76,train,0.7588249474371113,0.7141930817368294,0.22315933046262013,0.20709212289185633,0.9479193709371522
76,val,0.7698053013832278,0.727054947691623,0.2137518153507777,0.2048945957650194,0.9504821005454346
77,train,0.7601794826790863,0.7154984384561165,0.22340519865159672,0.20751507304361522,0.9479193707841743
77,val,0.7719904196517572,0.7292365873438565,0.21376915393672088,0.20207550726230675,0.9504821005454346
78,train,0.7588897528015701,0.714287616078525,0.2230106984188418,0.20652738813074842,0.9479193711262259
78,val,0.7705408314470957,0.7277642447957418,0.21388291549665084,0.20358719328130104,0.9504821005454346
79,train,0.7590421100032952,0.7140493910404851,0.22496359091354468,0.2045039517268537,0.9479193701946079
79,val,0.7698077544177897,0.7269182819169923,0.2144473423719562,0.20428174904581572,0.9504821005454346
80,train,0.7584415956857684,0.7137770993533485,0.2233224966608055,0.20903865615004305,0.9479193710024686
80,val,0.7695537208439303,0.7266925625073245,0.21430576406997645,0.20454050962890669,0.9504821005454346
81,train,0.7596688410655319,0.7150504080094237,0.22309216466132417,0.2082840775473705,0.9479193712499833
81,val,0.7714711952918611,0.7287602493489834,0.21355471250219543,0.203873192585553,0.9504821005454346
82,train,0.7595299344888954,0.7149455214580127,0.22292208185349452,0.20481155063277706,0.9479193712499833
82,val,0.771364396879692,0.7285917030282417,0.21386344432051538,0.20440431804434112,0.9504821005454346
83,train,0.7582691819946201,0.7135730685376308,0.2234805959682961,0.2043741811128637,0.9479193709079317
83,val,0.7690825521955694,0.7263663857274243,0.21358082966440972,0.20242959611126363,0.9504821005454346
84,train,0.7583093330855807,0.7136630712813818,0.22323129922095702,0.20752949126615455,0.9479193703183653
84,val,0.7694546537746848,0.7265940574400369,0.21430296111504302,0.2029743456732391,0.9504821005454346
85,train,0.7607209655925519,0.7160932014419377,0.22313881145279021,0.20917323355497427,0.9479193709079317
85,val,0.770990860347246,0.7283092847854644,0.21340786248158153,0.20421365732401683,0.9504821005454346
86,train,0.7581059734765697,0.7134921562696757,0.22306909101613442,0.207575151201718,0.9479193709079317
86,val,0.769443391204796,0.7267143734336425,0.2136450689672586,0.20395489530170602,0.9504821005454346
87,train,0.7583692726160886,0.7135679937135727,0.22400639991235385,0.20747421909328095,0.9479193709079317
87,val,0.7692828993233108,0.7265188788779324,0.2138200678025065,0.20368252379731777,0.9504821005454346
88,train,0.758144739877223,0.7133425292931073,0.22401105650051842,0.20936548273151961,0.9479193711262259
88,val,0.7694169516597703,0.7265988259966963,0.21409057892894293,0.2037097564766777,0.9504821005454346
89,train,0.757897961064737,0.7131208765653534,0.2238854344970858,0.2093150182863618,0.9479193709079317
89,val,0.7688574076361234,0.7261085932425062,0.21374406430442303,0.20460860131417719,0.9504821005454346
90,train,0.7581260573713755,0.71352189598974,0.2230208001883243,0.20779383737629017,0.9479193704421227
90,val,0.7690769818254225,0.726234600296167,0.21421188313570613,0.20357357306230262,0.9504821005454346
91,train,0.7577943950010583,0.7132040345758517,0.22295178112423494,0.2064216492030091,0.947919370100071
91,val,0.7692228001518798,0.7265158837420973,0.21353461464931225,0.20244321285519146,0.9504821005454346
92,train,0.7578878661345682,0.7128446605336375,0.2252160216431808,0.20528737126123942,0.9479193714682775
92,val,0.768973672121135,0.7259857841694466,0.21493942984462777,0.20200741005880923,0.9504821005454346
93,train,0.7579702874036741,0.7133707402039657,0.22299776856048154,0.20810864600646894,0.9479193707841743
93,val,0.7690905863152822,0.7262081772619884,0.21441202756723055,0.2034237685011072,0.9504821005454346
94,train,0.7581235223906633,0.7135672057864747,0.22278160132285332,0.20523930976701402,0.9479193704421227
94,val,0.7699066517613725,0.7271547175482376,0.21375975025442423,0.20539849406267463,0.9504821005454346
95,train,0.7579201400446728,0.7133112550503717,0.2230444258515575,0.20694793387613664,0.9479193703183653
95,val,0.7695690556510755,0.7268453479144362,0.21361848193750912,0.2009860049652535,0.9504821005454346
96,train,0.7578498648982507,0.7131102808853518,0.22369793536786675,0.2058256711221798,0.9479193712499833
96,val,0.7688658700442855,0.7258756972446339,0.21495083176314314,0.1988478544164978,0.9504821005454346
97,train,0.7585918540672973,0.714045515746797,0.2227316826606019,0.20371813067205052,0.9479193707841743
97,val,0.7704180309168165,0.7276091001006119,0.21404460457283447,0.20215722027216926,0.9504821005454346
98,train,0.7591426848684569,0.7143816616662588,0.22380511355002344,0.20959858721973032,0.9479193706604169
98,val,0.7713406382773628,0.728210759612933,0.2156494102908186,0.20198017722359474,0.9504821005454346
99,train,0.7578606205501266,0.7133043043326798,0.22278158630781816,0.20932463093361825,0.9479193709079317
99,val,0.7687781007680692,0.7260415745747792,0.21368263656260394,0.20415918147433407,0.9504821005454346
100,train,0.757338508377886,0.7127834538702947,0.22277526735518635,0.2061717229620734,0.9479193706604169
100,val,0.7688040979782493,0.7260992430475612,0.2135242843237319,0.2012856162330804,0.9504821005454346
101,train,0.7577139727865174,0.7131395975442743,0.22287188447416936,0.20817593396316747,0.9479193712499833
101,val,0.7688324150939376,0.7260444328507911,0.2139398735671052,0.20496269003406695,0.9504821005454346
102,train,0.7579530355622791,0.7131018120892496,0.22425610094280204,0.20620536854561594,0.9479193703183653
102,val,0.7693647219768867,0.7265153579471119,0.21424681802048445,0.20282454482089618,0.9504821005454346
103,train,0.7594369017968188,0.7147245762116268,0.22356164076836577,0.20852919387292101,0.9479193705366595
103,val,0.7713485535384588,0.7286259110193273,0.21361317549495648,0.20255216493932304,0.9504821005454346
104,train,0.7581370294663026,0.7135853731453816,0.22275827060394965,0.20906268979922316,0.9479193712499833
104,val,0.7700263052365421,0.7273314311664505,0.21347436037576362,0.2049626880590969,0.9504821005454346
105,train,0.7573376916445405,0.712787365765226,0.22275162951603245,0.208714235068557,0.9479193710024686
105,val,0.7683060828387532,0.7256073805023047,0.2134935013422644,0.2037914760762676,0.9504821005454346
106,train,0.7570131851816396,0.7124421780788077,0.22285502783260802,0.20715940849028935,0.94791937056588
106,val,0.7683526932326266,0.7256811064605445,0.21335788696765665,0.20339652886673562,0.9504821005454346
107,train,0.7568644309300337,0.7122205537929046,0.22321936694370867,0.20757274780646223,0.9479193705366595
107,val,0.7681796904832909,0.725449531047947,0.21365080964508779,0.20225255064207232,0.9504821005454346
108,train,0.7589309900903672,0.7139748924330698,0.22478051444913982,0.20636397334009657,0.9479193703475858
108,val,0.7707569173376317,0.7278250033490349,0.2146595079664273,0.2008089612956958,0.9504821005454346
109,train,0.7592930677378711,0.714236257413296,0.2252840330223141,0.20378781849606026,0.9479193704129022
109,val,0.771028335674231,0.7280715964631057,0.2147836958729845,0.20076810554325006,0.9504821005454346
110,train,0.7574639532136151,0.7126737382460291,0.22395107041575263,0.20470341092458622,0.9479193711262259
110,val,0.7689147460867833,0.7261163123021388,0.21399221137655505,0.20297434579743573,0.9504821005454346
111,train,0.7571833404021427,0.712442313082632,0.22370514976052527,0.20865896182140065,0.9479193711262259
111,val,0.7685442278150991,0.7257715593095035,0.21386333218799888,0.20064553390493733,0.9504821005454346
112,train,0.7569259006345163,0.7121871503526943,0.22369378922944883,0.20622459214834837,0.9479193703475858
112,val,0.7682086661431228,0.7254222607881459,0.21393203382974046,0.20354633919455137,0.9504821005454346
113,train,0.7575637924976097,0.7129508277366575,0.22306480718130994,0.20873826581287655,0.9479193699763137
113,val,0.7693846495854034,0.7266656693766993,0.21359489344073815,0.2033829098239524,0.9504821005454346
114,train,0.7580369427706931,0.7126619677871322,0.2268748507760926,0.20518403663673962,0.9479193711554464
114,val,0.7693463801305109,0.7261174411375473,0.21614467288703967,0.20038677592023485,0.9504821005454346
115,train,0.756815801702727,0.7122291614688433,0.2229332114094822,0.20909633280147913,0.9479193704129022
115,val,0.7679342314452395,0.7252633752221277,0.21335428379187496,0.2036552855169331,0.9504821005454346
116,train,0.7566369900011901,0.7121180954488135,0.22259446874191718,0.20919966809719076,0.94791937056588
116,val,0.7678454872205535,0.7251315618441919,0.2135696367956217,0.2026202597343799,0.9504821005454346
117,train,0.757034117960925,0.7125156696621658,0.22259222977036344,0.20793321885293814,0.9479193701946079
117,val,0.7681228300386987,0.7254506996360202,0.21336067986996818,0.20520782978204677,0.9504821005454346
118,train,0.7590974438601954,0.7145998722614431,0.22248783939320016,0.20854601664664435,0.947919371031689
118,val,0.7714077196570857,0.7286915926493779,0.21358060772989015,0.20395489955848486,0.9504821005454346
119,train,0.7566422431905621,0.7121186764106125,0.22261784774166601,0.20672204042108744,0.9479193705366595
119,val,0.7678275687921707,0.7251017637103967,0.2136290007765376,0.19970583792487903,0.9504821005454346
120,train,0.7583573948492361,0.7133301311265013,0.22513633261286725,0.20900981997353507,0.9479193702238284
120,val,0.7688893609565932,0.7259041320110657,0.21492618413937015,0.20460859991148575,0.9504821005454346
121,train,0.757022702228474,0.7125005842864034,0.2226105889497608,0.20889206853724407,0.9479193702238284
121,val,0.7687121301835844,0.7259949761817104,0.21358578770860853,0.2038595674327823,0.9504821005454346
122,train,0.7572946286646316,0.7127821735727693,0.22256226003647855,0.20811585567958849,0.9479193706604169
122,val,0.7689945272203949,0.7262880610745607,0.21353232787021295,0.2029879701684982,0.9504821005454346
123,train,0.7566708424572136,0.7120947116203785,0.22288065548233876,0.2079908925479481,0.9479193701946079
123,val,0.7683858245119275,0.7255500882722755,0.21417878039727942,0.20308329822736973,0.9504821005454346
124,train,0.7571124917348336,0.7126385296446802,0.2223698178336678,0.2090939294534918,0.9479193707841743
124,val,0.7681968341292188,0.7254257286894378,0.21385550001201764,0.20405023522013874,0.9504821005454346
125,train,0.7566719590598304,0.7121785632359492,0.22246697412184285,0.2064360678445187,0.94791937056588
125,val,0.7681500972982988,0.725456514912194,0.21346791442419738,0.20154437501653774,0.9504821005454346
126,train,0.7582025050697543,0.7136792665562367,0.22261619654973938,0.20971634259777958,0.9479193702238284
126,val,0.7702113127353866,0.7274235437890053,0.21393890172111615,0.20597048079700597,0.9504821005454346
127,train,0.756508058213815,0.7119451125975068,0.22281474858358266,0.2074598016403578,0.9479193707841743
127,val,0.7681695441343286,0.7252702572353916,0.2144964514024742,0.2025657829934036,0.9504821005454346
128,train,0.7588357923713375,0.7143115781925059,0.22262110099513133,0.20724592287809196,0.9479193703183653
128,val,0.7712332768599218,0.728367840859952,0.2143271975773264,0.20248407012478437,0.9504821005454346
129,train,0.756399923258251,0.7118233479605616,0.2228828878474833,0.20510232958303562,0.9479193710024686
129,val,0.7677501635353517,0.7250307245686234,0.2135971199625515,0.20106772043226123,0.9504821005454346
130,train,0.757418414039465,0.712963109451013,0.2222765025596778,0.20740453103121018,0.9479193700708506
130,val,0.7694176651816252,0.726681785015406,0.21367938568641165,0.20290625525185205,0.9504821005454346
131,train,0.7566239722501718,0.7121720409473753,0.22225964003190637,0.20829368740922663,0.9479193703183653
131,val,0.7682803454089737,0.7255528484280738,0.21363744701234944,0.20271559140225956,0.9504821005454346
132,train,0.7567324616382577,0.7121676162809575,0.2228242152044441,0.20875748922266782,0.94791937056588
132,val,0.7686609897880037,0.7257240070180773,0.21468491403227402,0.2030288255532245,0.9504821005454346
133,train,0.7564864699278205,0.7119651706356159,0.22260647193901567,0.20911075189375777,0.9479193705366595
133,val,0.7676456990166415,0.7247739830599986,0.21435853003150285,0.20643351949211974,0.9504821005454346
134,train,0.7564752910085405,0.7119028404272114,0.222862239885049,0.20922369920332876,0.9479193709079317
134,val,0.7680268951014846,0.7250323265104205,0.2149728102940402,0.20272920959758337,0.9504821005454346
135,train,0.7578020320462016,0.7133093160490719,0.2224635520848064,0.2071209591014522,0.9479193703183653
135,val,0.7700986828868696,0.7272571300657615,0.21420780625446967,0.20123114658348856,0.9504821005454346
136,train,0.7561468320342261,0.7116801688514146,0.2223333107312871,0.20902664373344995,0.9479193699763137
136,val,0.7676507103460679,0.724949753611749,0.21350476183733882,0.2032058674937702,0.9504821005454346
137,train,0.7572958089472922,0.7128752880839392,0.22210260691910766,0.20778182146655932,0.9479193713445202
137,val,0.7693732888465965,0.7266924883984608,0.21340401939199063,0.2028517807780732,0.9504821005454346
138,train,0.757081431619855,0.71264371284582,0.22218859422855575,0.20851477530833007,0.9479193707549538
138,val,0.7691513165712239,0.7264469823799875,0.21352164395193704,0.20266111441289,0.9504821005454346
139,train,0.7561878988781812,0.7115756737652007,0.2230611256027172,0.20632071834331833,0.9479193700708506
139,val,0.7676601282013926,0.7249207699156641,0.21369682342023472,0.1986299566407086,0.9504821005454346
140,train,0.7561573586799586,0.7117184487704289,0.22219455288866796,0.20788034903326602,0.9479193709079317
140,val,0.7674478734994874,0.7247783187499797,0.21334779412309257,0.2023751198232398,0.9504821005454346
141,train,0.7559090199779775,0.7114747230918685,0.22217148657094601,0.20963703751354326,0.9479193708133947
141,val,0.7672085725105867,0.7245677536093813,0.21320411913835996,0.2055619165026142,0.9504821005454346
142,train,0.7567667570391077,0.7123621490998819,0.22202304533482436,0.20716902226296444,0.9479193708787111
142,val,0.7686884072817001,0.7259631270305611,0.21362643324728786,0.20184398932109415,0.9504821005454346
143,train,0.7573169834126953,0.712690355055685,0.22313315308435733,0.2075775524411031,0.9479193706604169
143,val,0.7692417942400286,0.7265196705706117,0.21361057887447096,0.20402299416359393,0.9504821005454346
