epoch,split,loss,bce,ce_size,token_acc@k,size_acc
1,train,1.3646519066164897,1.3183127456557453,0.2316958203240999,0.20758716790212095,0.9479193707841743
1,val,1.363482619621606,1.3194885844010742,0.21997030315825433,0.20577981704725784,0.9504821005454346
2,train,1.3417432144768535,1.2960908360130203,0.22826191574411586,0.2072747625730908,0.9479193705366595
2,val,1.3409020237759801,1.2975493672432161,0.2167633020652823,0.20452688913472747,0.9504821005454346
3,train,1.3223837254681787,1.2768693207511888,0.22757206526798035,0.20749584926942724,0.9479193706604169
3,val,1.3217463235797435,1.278647981918916,0.21549180507036494,0.20394128459470884,0.9504821005454346
4,train,1.2997967431188906,1.2543855416106804,0.22705596174050957,0.2067292508848791,0.9479193711554464
4,val,1.2994941844720431,1.256458012160376,0.21518094403220853,0.20488097615969844,0.9504821005454346
5,train,1.2711459530208764,1.225730483320258,0.22707730211513275,0.207433367046146,0.9479193712499833
5,val,1.2712262567497388,1.22825531021289,0.21485462880228096,0.20341014625843415,0.9504821005454346
6,train,1.2388094902231086,1.1933564598469508,0.22726516547777023,0.20746701133023615,0.9479193705366595
6,val,1.2395236443647237,1.196340981856887,0.21591336168208763,0.20345100327232807,0.9504821005454346
7,train,1.2044665931668712,1.1590805222914768,0.2269303808382756,0.20671242746314838,0.9479193702238284
7,val,1.2057294184952356,1.1626671112368827,0.2153114449999305,0.20433622806616558,0.9504821005454346
8,train,1.1639362009324414,1.118387361235192,0.22774420460278344,0.2062822678372271,0.9479193702891447
8,val,1.16571260457102,1.122515313530654,0.21598640776114986,0.20519421116542846,0.9504821005454346
9,train,1.1329284013959162,1.0875888695528335,0.22669769196255993,0.2077193406316811,0.9479193703183653
9,val,1.1350714137963676,1.0921594612659593,0.21455983892095346,0.20268835482896982,0.9504821005454346
10,train,1.1066345801439947,1.0612770048918896,0.22678783688118745,0.20698878715826702,0.9479193701946079
10,val,1.1097567637267893,1.0667938608460068,0.2148144469529629,0.20454050475114466,0.9504821005454346
11,train,1.0689313153334754,1.023448150827662,0.2274158091112745,0.20740693216832357,0.9479193701946079
11,val,1.0723505691095667,1.0290246544797585,0.2166295044220318,0.20283815601737423,0.9504821005454346
12,train,1.0315444192304142,0.9860869129729126,0.227287572134317,0.20732763021110948,0.9479193710024686
12,val,1.0356866199024597,0.9925919220345845,0.21547343715487166,0.20464945357207048,0.9504821005454346
13,train,0.9953920869457786,0.950055124824853,0.22668477740155635,0.2073252268545279,0.9479193713737407
13,val,1.0000130194311614,0.9570659417735146,0.21473537563722417,0.2043362266098991,0.9504821005454346
14,train,0.9691053264473234,0.9237785115612451,0.22663404881132582,0.20761119824465876,0.94791937056588
14,val,0.974938688324565,0.9320365917470296,0.21451050003898905,0.20277006528914843,0.9504821005454346
15,train,0.9420626152636707,0.8967527017724841,0.22654956747784824,0.20733003294030994,0.94791937056588
15,val,0.9477258771341364,0.9046986451003263,0.2151361924650467,0.20316500640817475,0.9504821005454346
16,train,0.9221757493375388,0.8768496595888803,0.226630454403903,0.20718103892684178,0.9479193699763137
16,val,0.9290115603202113,0.885923207234783,0.21544171774293847,0.20428174976664326,0.9504821005454346
17,train,0.8972124283841164,0.8516408734902979,0.22785777886935465,0.20751026744641698,0.9479193703183653
17,val,0.9041073439381914,0.8609900509713034,0.2155864804052882,0.20256578356811747,0.9504821005454346
18,train,0.8769782237137265,0.8316719289379735,0.22653147290116807,0.20719305342840283,0.9479193703183653
18,val,0.8843487596800171,0.8414063912276486,0.21471181994054145,0.2034101487277555,0.9504821005454346
19,train,0.8611142192792531,0.815791670105279,0.22661275191077704,0.20704886715854984,0.9479193700708506
19,val,0.8692902048967851,0.826216281200667,0.21536961069516564,0.20432260877985953,0.9504821005454346
20,train,0.8468717401971054,0.8015085061459949,0.22681618197898562,0.20720747264830627,0.94791937056588
20,val,0.8544670809793947,0.8114447423320402,0.21511172528924613,0.2031105303514976,0.9504821005454346
21,train,0.8348732676978933,0.7895761624261796,0.22648550539458537,0.20735646717442213,0.9479193702238284
21,val,0.8432749868861443,0.8002143066914025,0.21530342147102502,0.2023751197988875,0.9504821005454346
22,train,0.8242221449380391,0.7789239146189867,0.2264911261115564,0.20749344586557722,0.9479193713737407
22,val,0.8330283583447636,0.7899313839379236,0.2154848424145201,0.20219807721300634,0.9504821005454346
23,train,0.8157849551505393,0.770507425331934,0.2263876481313285,0.206693202808908,0.9479193703183653
23,val,0.8248544220617344,0.7818998988595425,0.21477260147508287,0.2043498461153757,0.9504821005454346
24,train,0.8114769251769357,0.7661972740692956,0.22639826943984917,0.20686622766295143,0.9479193699763137
24,val,0.8199958306918212,0.776933737129611,0.21531047510942966,0.20394128003352646,0.9504821005454346
25,train,0.8031242828136477,0.7577905114895367,0.2266688600810344,0.20760158718476251,0.9479193707841743
25,val,0.8121760845340181,0.7692022031381017,0.2148694241308936,0.20334205467057279,0.9504821005454346
26,train,0.7990165154053258,0.7537662571619294,0.22625130811716873,0.20723150442565613,0.9479193709079317
26,val,0.8090786543483145,0.7660823181127875,0.21498166816134062,0.20317862868250575,0.9504821005454346
27,train,0.7937187539852899,0.7484913395756575,0.22613706036855988,0.20740452892389713,0.9479193707841743
27,val,0.803264628956376,0.7602801174777729,0.21492253726098365,0.20342376433199655,0.9504821005454346
28,train,0.7894628735879412,0.744146207408048,0.22658332816176366,0.20722429409292697,0.9479193702238284
28,val,0.7992192944157142,0.7562019096653647,0.21508694820143776,0.20237511801873573,0.9504821005454346
29,train,0.786847861583118,0.7415886247148081,0.22629618343958155,0.20762081073120253,0.9479193712499833
29,val,0.7972629643729513,0.7541477047241792,0.21557630268328135,0.20620200419069448,0.9504821005454346
30,train,0.7866131842478434,0.7413795100459006,0.22616839618875303,0.20759678033108317,0.9479193703183653
30,val,0.7974556526106779,0.7545104096247142,0.21472630695222075,0.20518058913462028,0.9504821005454346
31,train,0.7854331524433911,0.7402744906963518,0.2257933068556312,0.2074598013816705,0.9479193713737407
31,val,0.7966553153974555,0.753634863097326,0.2151022316983253,0.20391403786895282,0.9504821005454346
32,train,0.7807218880376577,0.7355522201022541,0.225848343876175,0.20760158673012605,0.9479193713737407
32,val,0.7915825835336441,0.7485525231186833,0.21515031728036926,0.203777851693029,0.9504821005454346
33,train,0.7773328494884001,0.7321733855391936,0.2257973268242668,0.20634955756606246,0.9479193701946079
33,val,0.7873748465581041,0.7445006449738054,0.21437108273170297,0.20326034470961596,0.9504821005454346
34,train,0.7757341749363472,0.7306942680108457,0.2251995362681522,0.20795244180164724,0.9479193701946079
34,val,0.7857527245803486,0.7427396891085536,0.21506517705457198,0.2039004235870407,0.9504821005454346
35,train,0.7759875677038058,0.7308697271767134,0.22558921527676226,0.20675808571595533,0.9479193712499833
35,val,0.7856490106087024,0.7426367043026679,0.2150615242317935,0.20426812908251626,0.9504821005454346
36,train,0.7722740714623654,0.7272530374038961,0.2251051509531084,0.2075439113884555,0.9479193704421227
36,val,0.782892858510626,0.739757287237336,0.2156778589210044,0.2033420554936799,0.9504821005454346
37,train,0.7709269188083427,0.726036189102771,0.22445365641051573,0.20781306147491155,0.9479193707841743
37,val,0.7814274884298904,0.738528434543326,0.21449529637618672,0.2025249311689809,0.9504821005454346
38,train,0.7699187080673883,0.7250454406457489,0.2243663571921277,0.20857245078020367,0.9479193709079317
38,val,0.780598698176284,0.7376446029216095,0.21477047876704652,0.20658332389989578,0.9504821005454346
39,train,0.772024614930507,0.7271641243008431,0.22430245085064335,0.20494372235637884,0.947919371031689
39,val,0.7836422138323988,0.74080422504565,0.2141899438728634,0.2014081843524884,0.9504821005454346
40,train,0.7686466367564359,0.7238152475389645,0.22415694716851473,0.20873586533623217,0.9479193706604169
40,val,0.7789704015411218,0.7361480549944638,0.214111739909908,0.20512611437591974,0.9504821005454346
41,train,0.7675799521005707,0.7227670959725452,0.2240642752403529,0.20694553283742753,0.9479193704129022
41,val,0.7787790593708978,0.735869230758834,0.21454912584812583,0.20409108799673564,0.9504821005454346
42,train,0.7669307596836068,0.7221353267631231,0.22397716336398538,0.20853159869396484,0.9479193700708506
42,val,0.7782387052277447,0.7353028925362513,0.21467906072027135,0.20383232913291577,0.9504821005454346
43,train,0.7665777898293368,0.7217706975445435,0.22403544070491926,0.20867578555596247,0.9479193709371522
43,val,0.777775091134483,0.7350003725564018,0.21387358090908315,0.2028517783769382,0.9504821005454346
44,train,0.7672359602782101,0.7223795671640674,0.2242819770711253,0.2051095401731629,0.9479193699763137
44,val,0.7773280682605084,0.7344906020347619,0.214187348523567,0.2018984608409412,0.9504821005454346
45,train,0.7665064076250853,0.7210339805822518,0.2273621461550924,0.208519580696258,0.9479193709079317
45,val,0.7776911534852384,0.7344132652663,0.2163894712014182,0.2041319457899026,0.9504821005454346
46,train,0.7665314806866584,0.7213980094950673,0.22566736311783553,0.2086878014214329,0.947919371031689
46,val,0.7783240730183092,0.7350001389595745,0.21661967467221388,0.20300158512009808,0.9504821005454346
47,train,0.7680263607361106,0.7230053183222999,0.22510521705071812,0.20576559468335917,0.9479193709079317
47,val,0.7802988671461611,0.736966770397407,0.21666041197516128,0.20225254806803614,0.9504821005454346
48,train,0.7637121993667524,0.7189951549369915,0.22358520510724236,0.20835376548740275,0.9479193710024686
48,val,0.7744280432715761,0.7315769977167476,0.21425521244681686,0.20139456996829666,0.9504821005454346
49,train,0.7638960975822625,0.719177491408365,0.22359304216879408,0.20798128230192842,0.9479193699763137
49,val,0.7745770939543154,0.7317177652046365,0.21429664587678424,0.20320586691418588,0.9504821005454346
50,train,0.7636443423276734,0.7187221679878086,0.22461087750131037,0.2084595042226306,0.9479193709079317
50,val,0.7753646347448315,0.7320824752720494,0.21641082515960466,0.20286539906593568,0.9504821005454346
51,train,0.7629142509019818,0.7180293305961065,0.22442460117099586,0.20776740102670038,0.9479193710024686
51,val,0.7736179055507558,0.7308248168192067,0.2139654113617495,0.20267473399142344,0.9504821005454346
52,train,0.7655550401873643,0.7208416723914874,0.2235668381212471,0.20859648089585298,0.9479193702238284
52,val,0.7755912067960692,0.7328100861687152,0.2139056333652566,0.2030560619146494,0.9504821005454346
53,train,0.7623624444870738,0.7176423564286409,0.22360043839068378,0.20490527421070168,0.9479193701946079
53,val,0.7737077361015074,0.7309035268712811,0.21402105320598744,0.20291987264111533,0.9504821005454346
54,train,0.7622175310541335,0.7171448587264336,0.22536334139729336,0.20664273733372787,0.9479193711554464
54,val,0.7727749852168636,0.7298985587009555,0.21438211031911966,0.20387318453712389,0.9504821005454346
55,train,0.7615853079473573,0.7168892536515489,0.22348027987735516,0.20865656011663622,0.947919370100071
55,val,0.772732034766376,0.7299250535841061,0.2140349652115904,0.20270197473625903,0.9504821005454346
56,train,0.7624482086903394,0.7175030156028522,0.2247259361348694,0.2092477299433512,0.9479193709371522
56,val,0.772784197587635,0.729916551910325,0.21433816373367717,0.20635180247630688,0.9504821005454346
57,train,0.7615631482237251,0.7168721401176125,0.2234550523893552,0.20620536649244675,0.947919371031689
57,val,0.772241279392738,0.7294049637246354,0.21418158801080434,0.2045949796048191,0.9504821005454346
58,train,0.7612819978050678,0.7166194443087074,0.22331277500006225,0.20932222870202558,0.9479193714682775
58,val,0.7720858429183094,0.7292504102347197,0.21417713398091018,0.20251130997345598,0.9504821005454346
59,train,0.762111155900912,0.7174301969983378,0.22340477671071685,0.20877671739668824,0.9479193701946079
59,val,0.772505490525444,0.7297574497356312,0.21374020145539074,0.20413194141866803,0.9504821005454346
60,train,0.7604458624747955,0.715782052679527,0.22331905039396618,0.20857725615008368,0.9479193711554464
60,val,0.7716105253132638,0.7287423317680602,0.21434094534383566,0.2025521653776641,0.9504821005454346
61,train,0.7603899705890251,0.7155029147293589,0.2244352618983884,0.20527054892539373,0.9479193707841743
61,val,0.7712617860371858,0.7284529756284029,0.21404407685888927,0.2052895396991695,0.9504821005454346
62,train,0.7606085264621235,0.7159363876134531,0.22336068910441295,0.20672925091753727,0.9479193700055342
62,val,0.7718709816066127,0.7291174072088574,0.21376792909974734,0.20168056250261432,0.9504821005454346
